,365,405,436,486,546,577,589,656,zeroes,,,
-0.41,2.03E-09,1.39E-09,1.30E-09,3.08E-11,6.76E-11,1.05E-12,4.74E-12,2.66E-13,0.00E+00,,,
-0.4,2.06E-09,1.43E-09,1.34E-09,3.24E-11,7.65E-11,3.12E-12,6.80E-12,1.95E-13,0.00E+00,,,
-0.39,2.13E-09,1.46E-09,1.39E-09,3.39E-11,8.60E-11,3.54E-12,-3.90E-12,2.04E-13,0.00E+00,,,
-0.38,2.16E-09,1.50E-09,1.43E-09,3.54E-11,9.66E-11,1.21E-11,1.73E-12,4.24E-13,0.00E+00,,,
-0.37,2.21E-09,1.54E-09,1.47E-09,3.87E-11,1.08E-10,1.19E-11,3.60E-12,5.20E-13,0.00E+00,,,
-0.36,2.24E-09,1.58E-09,1.52E-09,4.01E-11,1.21E-10,1.48E-11,2.96E-12,2.66E-13,0.00E+00,,,
-0.35,2.26E-09,1.62E-09,1.57E-09,4.18E-11,1.35E-10,1.84E-11,1.38E-12,3.19E-13,0.00E+00,,,
-0.34,2.30E-09,1.65E-09,1.62E-09,4.41E-11,1.50E-10,2.13E-11,1.42E-12,2.27E-13,0.00E+00,,,
-0.33,2.35E-09,1.69E-09,1.66E-09,4.63E-11,1.65E-10,2.62E-11,9.09E-13,4.02E-13,0.00E+00,,,
-0.32,2.39E-09,1.72E-09,1.71E-09,4.89E-11,1.82E-10,3.04E-11,5.62E-12,6.18E-13,0.00E+00,,,
-0.31,2.45E-09,1.77E-09,1.76E-09,5.15E-11,2.01E-10,3.54E-11,3.23E-12,4.08E-13,0.00E+00,,,
-0.3,2.48E-09,1.81E-09,1.81E-09,5.36E-11,2.22E-10,4.09E-11,-1.50E-12,2.68E-13,0.00E+00,,,
-0.29,2.52E-09,1.85E-09,1.86E-09,5.54E-11,2.43E-10,4.70E-11,9.46E-12,2.26E-13,0.00E+00,,,
-0.28,2.57E-09,1.89E-09,1.93E-09,5.84E-11,2.65E-10,5.26E-11,4.80E-12,4.21E-13,0.00E+00,,,
-0.27,2.61E-09,1.93E-09,1.98E-09,6.13E-11,2.88E-10,5.94E-11,7.01E-12,1.80E-13,0.00E+00,,,
-0.26,2.66E-09,1.97E-09,2.03E-09,6.37E-11,3.12E-10,6.64E-11,9.58E-12,3.13E-13,0.00E+00,,,
-0.25,2.70E-09,2.01E-09,2.08E-09,6.63E-11,3.39E-10,7.54E-11,7.90E-12,1.74E-13,0.00E+00,,,
-0.24,2.76E-09,2.06E-09,2.13E-09,6.88E-11,3.65E-10,8.55E-11,8.35E-12,-1.40E-13,0.00E+00,,,
-0.23,2.80E-09,2.11E-09,2.19E-09,7.19E-11,3.93E-10,9.46E-11,7.65E-12,6.65E-14,0.00E+00,,,
-0.22,2.84E-09,2.15E-09,2.25E-09,7.51E-11,4.22E-10,1.05E-10,5.87E-12,3.64E-13,0.00E+00,,,
-0.21,2.88E-09,2.20E-09,2.31E-09,7.73E-11,4.51E-10,1.17E-10,1.18E-11,1.05E-12,0.00E+00,,,
-0.2,2.91E-09,2.25E-09,2.37E-09,7.97E-11,4.80E-10,1.27E-10,1.42E-11,9.55E-13,0.00E+00,,,
-0.19,2.97E-09,2.29E-09,2.42E-09,8.28E-11,5.10E-10,1.41E-10,1.56E-11,7.16E-13,0.00E+00,,,
-0.18,3.03E-09,2.34E-09,2.47E-09,8.61E-11,5.42E-10,1.53E-10,1.54E-11,5.74E-13,0.00E+00,,,
-0.17,3.08E-09,2.37E-09,2.53E-09,8.95E-11,5.74E-10,1.67E-10,1.86E-11,6.72E-13,0.00E+00,,,
-0.16,3.11E-09,2.42E-09,2.60E-09,9.20E-11,6.09E-10,1.83E-10,1.82E-11,7.68E-13,0.00E+00,,,
-0.15,3.18E-09,2.47E-09,2.66E-09,9.50E-11,6.45E-10,1.99E-10,1.97E-11,6.92E-13,0.00E+00,,,
-0.14,3.23E-09,2.53E-09,2.73E-09,9.87E-11,6.80E-10,2.14E-10,2.14E-11,6.48E-13,0.00E+00,,,
-0.13,3.27E-09,2.59E-09,2.81E-09,1.02E-10,7.14E-10,2.30E-10,2.35E-11,5.43E-13,0.00E+00,,,
-0.12,3.32E-09,2.64E-09,2.88E-09,1.05E-10,7.48E-10,2.47E-10,2.38E-11,7.25E-13,0.00E+00,,,
-0.11,3.38E-09,2.67E-09,2.92E-09,1.08E-10,7.84E-10,2.64E-10,2.62E-11,6.56E-13,0.00E+00,,,
-0.1,3.45E-09,2.72E-09,2.99E-09,1.13E-10,8.23E-10,2.82E-10,2.79E-11,6.71E-13,0.00E+00,,,
-0.09,3.52E-09,2.78E-09,3.06E-09,1.15E-10,8.62E-10,3.01E-10,2.95E-11,6.53E-13,0.00E+00,,,
-0.08,3.53E-09,2.85E-09,3.13E-09,1.18E-10,9.03E-10,3.21E-10,3.23E-11,7.69E-13,0.00E+00,,,
-0.07,3.58E-09,2.90E-09,3.20E-09,1.22E-10,9.47E-10,3.40E-10,3.44E-11,7.38E-13,0.00E+00,,,
-0.06,3.64E-09,2.96E-09,3.27E-09,1.26E-10,9.92E-10,3.59E-10,3.71E-11,6.79E-13,0.00E+00,,,
-0.05,3.70E-09,3.00E-09,3.34E-09,1.28E-10,1.03E-09,3.80E-10,3.91E-11,7.19E-13,0.00E+00,,,
-0.04,3.78E-09,3.06E-09,3.40E-09,1.32E-10,1.08E-09,4.01E-10,4.17E-11,8.29E-13,0.00E+00,,,
-0.03,3.84E-09,3.11E-09,3.47E-09,1.37E-10,1.12E-09,4.21E-10,4.51E-11,8.85E-13,0.00E+00,,,
-0.02,3.88E-09,3.18E-09,3.55E-09,1.42E-10,1.16E-09,4.43E-10,4.81E-11,9.48E-13,0.00E+00,,,
-0.01,3.90E-09,3.24E-09,3.63E-09,1.43E-10,1.21E-09,4.65E-10,5.05E-11,9.00E-13,0.00E+00,,,
0,3.96E-09,3.31E-09,3.71E-09,1.48E-10,1.25E-09,4.86E-10,5.31E-11,8.21E-13,0.00E+00,,,
0.01,4.01E-09,3.36E-09,3.81E-09,1.53E-10,1.30E-09,5.08E-10,5.65E-11,1.27E-12,0.00E+00,,,
0.02,4.08E-09,3.42E-09,3.88E-09,1.58E-10,1.35E-09,5.31E-10,5.96E-11,1.08E-12,0.00E+00,,,
0.03,4.13E-09,3.48E-09,3.95E-09,1.61E-10,1.40E-09,5.55E-10,6.26E-11,9.36E-13,0.00E+00,,,
0.04,4.19E-09,3.55E-09,4.04E-09,1.65E-10,1.44E-09,5.80E-10,6.56E-11,9.18E-13,0.00E+00,,,
0.05,4.25E-09,3.59E-09,4.12E-09,1.68E-10,1.49E-09,6.02E-10,6.88E-11,9.23E-13,0.00E+00,,,
0.06,4.28E-09,3.67E-09,4.21E-09,1.71E-10,1.54E-09,6.28E-10,7.20E-11,9.84E-13,0.00E+00,,,
0.07,4.35E-09,3.72E-09,4.29E-09,1.77E-10,1.59E-09,6.54E-10,7.57E-11,1.07E-12,0.00E+00,,,
0.08,4.41E-09,3.79E-09,4.35E-09,1.81E-10,1.64E-09,6.81E-10,7.91E-11,1.08E-12,0.00E+00,,,
0.09,4.48E-09,3.86E-09,4.44E-09,1.86E-10,1.70E-09,7.08E-10,8.23E-11,1.01E-12,0.00E+00,,,
0.1,4.54E-09,3.92E-09,4.52E-09,1.89E-10,1.75E-09,7.37E-10,8.74E-11,1.11E-12,0.00E+00,,,
0.11,4.57E-09,3.99E-09,4.61E-09,1.93E-10,1.80E-09,7.66E-10,9.01E-11,1.15E-12,0.00E+00,,,
0.12,4.63E-09,4.04E-09,4.71E-09,1.99E-10,1.85E-09,7.95E-10,9.49E-11,1.14E-12,0.00E+00,,,
0.13,4.68E-09,4.10E-09,4.79E-09,2.04E-10,1.90E-09,8.22E-10,9.88E-11,1.15E-12,0.00E+00,,,
0.14,4.74E-09,4.18E-09,4.90E-09,2.08E-10,1.96E-09,8.48E-10,1.03E-10,1.32E-12,0.00E+00,,,
0.15,4.80E-09,4.24E-09,5.00E-09,2.14E-10,2.02E-09,8.79E-10,1.07E-10,1.25E-12,0.00E+00,,,
0.16,4.87E-09,4.32E-09,5.09E-09,2.19E-10,2.08E-09,9.12E-10,1.12E-10,1.27E-12,0.00E+00,,,
0.17,4.93E-09,4.39E-09,5.20E-09,2.24E-10,2.12E-09,9.44E-10,1.17E-10,1.34E-12,0.00E+00,,,
0.18,5.00E-09,4.46E-09,5.29E-09,2.29E-10,2.18E-09,9.79E-10,1.21E-10,1.35E-12,0.00E+00,,,
0.19,5.03E-09,4.52E-09,5.41E-09,2.33E-10,2.24E-09,1.01E-09,1.26E-10,1.38E-12,0.00E+00,,,
0.2,5.10E-09,4.60E-09,5.51E-09,2.36E-10,2.30E-09,1.05E-09,1.30E-10,1.53E-12,0.00E+00,,,
0.21,5.17E-09,4.68E-09,5.61E-09,2.42E-10,2.36E-09,1.07E-09,1.36E-10,1.55E-12,0.00E+00,,,
0.22,5.24E-09,4.76E-09,5.70E-09,2.47E-10,2.42E-09,1.11E-09,1.42E-10,1.49E-12,0.00E+00,,,
0.23,5.32E-09,4.80E-09,5.78E-09,2.52E-10,2.49E-09,1.14E-09,1.47E-10,1.51E-12,0.00E+00,,,
0.24,5.41E-09,4.86E-09,5.88E-09,2.58E-10,2.55E-09,1.17E-09,1.53E-10,1.62E-12,0.00E+00,,,
0.25,5.45E-09,4.94E-09,5.99E-09,2.63E-10,2.62E-09,1.21E-09,1.59E-10,1.68E-12,0.00E+00,,,
0.26,5.52E-09,5.02E-09,6.09E-09,2.69E-10,2.69E-09,1.25E-09,1.64E-10,1.57E-12,0.00E+00,,,
0.27,5.51E-09,5.12E-09,6.18E-09,2.75E-10,2.75E-09,1.29E-09,1.70E-10,1.57E-12,0.00E+00,,,
0.28,5.58E-09,5.21E-09,6.32E-09,2.81E-10,2.82E-09,1.32E-09,1.74E-10,1.74E-12,0.00E+00,,,
0.29,5.63E-09,5.28E-09,6.41E-09,2.87E-10,2.87E-09,1.36E-09,1.80E-10,1.82E-12,0.00E+00,,,
0.3,5.69E-09,5.35E-09,6.52E-09,2.93E-10,2.93E-09,1.39E-09,1.87E-10,1.78E-12,0.00E+00,,,
0.31,5.76E-09,5.40E-09,6.63E-09,2.99E-10,3.00E-09,1.43E-09,1.93E-10,1.79E-12,0.00E+00,,,
0.32,5.81E-09,5.48E-09,6.73E-09,3.06E-10,3.07E-09,1.47E-09,1.99E-10,1.88E-12,0.00E+00,,,
0.33,5.88E-09,5.55E-09,6.89E-09,3.12E-10,3.16E-09,1.51E-09,2.06E-10,1.98E-12,0.00E+00,,,
0.34,5.93E-09,5.64E-09,6.99E-09,3.17E-10,3.23E-09,1.56E-09,2.12E-10,2.19E-12,0.00E+00,,,
0.35,5.98E-09,5.72E-09,7.10E-09,3.22E-10,3.31E-09,1.60E-09,2.18E-10,2.14E-12,0.00E+00,,,
0.36,6.04E-09,5.78E-09,7.21E-09,3.29E-10,3.37E-09,1.65E-09,2.25E-10,2.28E-12,0.00E+00,,,
0.37,6.08E-09,5.85E-09,7.27E-09,3.36E-10,3.45E-09,1.70E-09,2.32E-10,2.34E-12,0.00E+00,,,
0.38,6.17E-09,5.93E-09,7.38E-09,3.41E-10,3.53E-09,1.73E-09,2.38E-10,2.23E-12,0.00E+00,,,
0.39,6.23E-09,6.01E-09,7.51E-09,3.48E-10,3.61E-09,1.78E-09,2.46E-10,2.32E-12,0.00E+00,,,
0.4,6.29E-09,6.10E-09,7.64E-09,3.56E-10,3.70E-09,1.82E-09,2.55E-10,2.33E-12,0.00E+00,,,
0.41,6.34E-09,6.17E-09,7.77E-09,3.62E-10,3.79E-09,1.87E-09,2.62E-10,2.42E-12,0.00E+00,,,
0.42,6.42E-09,6.27E-09,7.89E-09,3.69E-10,3.87E-09,1.91E-09,2.68E-10,2.69E-12,0.00E+00,,,
0.43,6.48E-09,6.35E-09,8.01E-09,3.76E-10,3.96E-09,1.96E-09,2.76E-10,2.36E-12,0.00E+00,,,
0.44,6.53E-09,6.43E-09,8.12E-09,3.83E-10,4.03E-09,2.00E-09,2.84E-10,5.68E-13,0.00E+00,,,
0.45,6.55E-09,6.53E-09,8.25E-09,3.91E-10,4.12E-09,2.06E-09,2.92E-10,2.63E-12,0.00E+00,,,
0.46,6.61E-09,6.62E-09,8.37E-09,3.97E-10,4.21E-09,2.11E-09,2.97E-10,1.75E-12,0.00E+00,,,
0.47,6.71E-09,6.71E-09,8.50E-09,4.03E-10,4.30E-09,2.17E-09,3.05E-10,2.58E-12,0.00E+00,,,
0.48,6.78E-09,6.78E-09,8.60E-09,4.08E-10,4.40E-09,2.22E-09,3.13E-10,3.25E-12,0.00E+00,,,
0.49,6.79E-09,6.84E-09,8.69E-09,4.16E-10,4.50E-09,2.28E-09,3.22E-10,2.49E-12,0.00E+00,,,
0.5,6.86E-09,6.93E-09,8.83E-09,4.23E-10,4.59E-09,2.32E-09,3.34E-10,3.11E-12,0.00E+00,,,
0.51,6.91E-09,7.03E-09,8.97E-09,4.32E-10,4.70E-09,2.37E-09,3.43E-10,2.24E-12,0.00E+00,,,
0.52,6.96E-09,7.14E-09,9.10E-09,4.39E-10,4.79E-09,2.43E-09,3.53E-10,2.46E-12,0.00E+00,,,
0.53,7.02E-09,7.24E-09,9.21E-09,4.47E-10,4.89E-09,2.50E-09,3.62E-10,2.44E-12,0.00E+00,,,
0.54,7.10E-09,7.27E-09,9.33E-09,4.53E-10,4.99E-09,2.55E-09,3.72E-10,3.01E-12,0.00E+00,,,
0.55,7.18E-09,7.36E-09,9.46E-09,4.60E-10,5.10E-09,2.61E-09,3.83E-10,3.57E-12,0.00E+00,,,
0.56,7.21E-09,7.45E-09,9.57E-09,4.70E-10,5.21E-09,2.66E-09,3.93E-10,3.04E-12,0.00E+00,,,
0.57,7.25E-09,7.53E-09,9.68E-09,4.75E-10,5.30E-09,2.72E-09,4.04E-10,4.00E-12,0.00E+00,,,
0.58,7.32E-09,7.62E-09,9.81E-09,4.83E-10,5.40E-09,2.78E-09,4.11E-10,3.72E-12,0.00E+00,,,
0.59,7.45E-09,7.74E-09,9.95E-09,4.87E-10,5.48E-09,2.85E-09,4.21E-10,3.63E-12,0.00E+00,,,
0.6,7.52E-09,7.82E-09,1.01E-08,4.96E-10,5.58E-09,2.92E-09,4.31E-10,4.43E-12,0.00E+00,,,
0.61,7.58E-09,7.88E-09,1.02E-08,5.04E-10,5.68E-09,2.98E-09,4.43E-10,3.79E-12,0.00E+00,,,
0.62,7.56E-09,7.96E-09,1.03E-08,5.10E-10,5.79E-09,3.05E-09,4.54E-10,3.91E-12,0.00E+00,,,
0.63,7.62E-09,8.04E-09,1.04E-08,5.16E-10,5.92E-09,3.11E-09,4.65E-10,2.90E-12,0.00E+00,,,
0.64,7.68E-09,8.13E-09,1.05E-08,5.24E-10,6.03E-09,3.18E-09,4.74E-10,2.99E-12,0.00E+00,,,
0.65,7.72E-09,8.21E-09,1.06E-08,5.33E-10,6.13E-09,3.24E-09,4.82E-10,4.72E-12,0.00E+00,,,
0.66,7.80E-09,8.27E-09,1.08E-08,5.40E-10,6.22E-09,3.31E-09,4.93E-10,4.01E-12,0.00E+00,,,
0.67,7.87E-09,8.33E-09,1.10E-08,5.47E-10,6.31E-09,3.39E-09,5.04E-10,3.73E-12,0.00E+00,,,
0.68,7.94E-09,8.41E-09,1.11E-08,5.54E-10,6.41E-09,3.45E-09,5.15E-10,4.09E-12,0.00E+00,,,
0.69,8.02E-09,8.48E-09,1.12E-08,5.61E-10,6.52E-09,3.51E-09,5.26E-10,4.49E-12,0.00E+00,,,
0.7,8.13E-09,8.57E-09,1.13E-08,5.66E-10,6.62E-09,3.56E-09,5.38E-10,4.64E-12,0.00E+00,,,
0.71,8.10E-09,8.68E-09,1.14E-08,5.74E-10,6.73E-09,3.62E-09,5.49E-10,4.29E-12,0.00E+00,,,
0.72,8.16E-09,8.77E-09,1.15E-08,5.80E-10,6.83E-09,3.69E-09,5.60E-10,5.00E-12,0.00E+00,,,
0.73,8.22E-09,8.86E-09,1.16E-08,5.88E-10,6.93E-09,3.76E-09,5.69E-10,4.94E-12,0.00E+00,,,
0.74,8.29E-09,8.93E-09,1.18E-08,5.96E-10,7.03E-09,3.83E-09,5.77E-10,4.92E-12,0.00E+00,,,
0.75,8.37E-09,9.01E-09,1.19E-08,6.00E-10,7.13E-09,3.90E-09,5.88E-10,4.83E-12,0.00E+00,,,
0.76,8.43E-09,9.10E-09,1.20E-08,6.07E-10,7.23E-09,3.96E-09,5.99E-10,4.89E-12,0.00E+00,,,
0.77,8.49E-09,9.20E-09,1.21E-08,6.13E-10,7.33E-09,4.00E-09,6.10E-10,4.74E-12,0.00E+00,,,
0.78,8.52E-09,9.31E-09,1.22E-08,6.17E-10,7.43E-09,4.07E-09,6.21E-10,5.31E-12,0.00E+00,,,
0.79,8.59E-09,9.40E-09,1.24E-08,6.25E-10,7.57E-09,4.13E-09,6.34E-10,4.82E-12,0.00E+00,,,
0.8,8.66E-09,9.44E-09,1.25E-08,6.33E-10,7.68E-09,4.20E-09,6.43E-10,5.30E-12,0.00E+00,,,
0.81,8.75E-09,9.52E-09,1.27E-08,6.41E-10,7.76E-09,4.27E-09,6.53E-10,5.38E-12,0.00E+00,,,
0.82,8.82E-09,9.61E-09,1.27E-08,6.51E-10,7.86E-09,4.34E-09,6.63E-10,5.83E-12,0.00E+00,,,
0.83,8.82E-09,9.70E-09,1.28E-08,6.58E-10,7.95E-09,4.39E-09,6.72E-10,6.98E-12,0.00E+00,,,
0.84,8.90E-09,9.78E-09,1.30E-08,6.65E-10,8.05E-09,4.45E-09,6.83E-10,6.12E-12,0.00E+00,,,
0.85,8.95E-09,9.88E-09,1.31E-08,6.71E-10,8.14E-09,4.49E-09,6.92E-10,6.15E-12,0.00E+00,,,
0.86,9.02E-09,9.98E-09,1.32E-08,6.75E-10,8.22E-09,4.54E-09,7.02E-10,6.18E-12,0.00E+00,,,
0.87,9.09E-09,1.01E-08,1.33E-08,6.83E-10,8.30E-09,4.60E-09,7.13E-10,6.40E-12,0.00E+00,,,
0.88,9.19E-09,1.02E-08,1.34E-08,6.91E-10,8.38E-09,4.69E-09,7.23E-10,5.79E-12,0.00E+00,,,
0.89,9.26E-09,1.02E-08,1.35E-08,6.98E-10,8.47E-09,4.74E-09,7.35E-10,6.20E-12,0.00E+00,,,
0.9,9.30E-09,1.04E-08,1.36E-08,7.06E-10,8.58E-09,4.80E-09,7.45E-10,6.75E-12,0.00E+00,,,
0.91,9.33E-09,1.05E-08,1.37E-08,7.12E-10,8.64E-09,4.86E-09,7.57E-10,6.23E-12,0.00E+00,,,
0.92,9.36E-09,1.05E-08,1.39E-08,7.15E-10,8.77E-09,4.91E-09,7.66E-10,6.71E-12,0.00E+00,,,
0.93,9.47E-09,1.06E-08,1.40E-08,7.20E-10,8.87E-09,4.97E-09,7.74E-10,7.09E-12,0.00E+00,,,
0.94,9.54E-09,1.06E-08,1.41E-08,7.28E-10,8.97E-09,5.04E-09,7.80E-10,7.16E-12,0.00E+00,,,
0.95,9.59E-09,1.07E-08,1.43E-08,7.34E-10,9.05E-09,5.10E-09,7.87E-10,6.84E-12,0.00E+00,,,
0.96,9.67E-09,1.08E-08,1.44E-08,7.41E-10,9.12E-09,5.15E-09,7.98E-10,6.84E-12,0.00E+00,,,
0.97,9.74E-09,1.09E-08,1.45E-08,7.49E-10,9.22E-09,5.19E-09,8.07E-10,7.09E-12,0.00E+00,,,
0.98,9.81E-09,1.10E-08,1.46E-08,7.56E-10,9.35E-09,5.24E-09,8.18E-10,7.46E-12,0.00E+00,,,
0.99,9.87E-09,1.11E-08,1.48E-08,7.63E-10,9.44E-09,5.30E-09,8.27E-10,7.70E-12,0.00E+00,,,
1,9.93E-09,1.12E-08,1.49E-08,7.69E-10,9.53E-09,5.36E-09,8.35E-10,7.68E-12,0.00E+00,,,
1.01,1.00E-08,1.13E-08,1.49E-08,7.77E-10,9.61E-09,5.42E-09,8.40E-10,7.35E-12,0.00E+00,,,
1.02,1.01E-08,1.14E-08,1.51E-08,7.85E-10,9.67E-09,5.46E-09,8.46E-10,7.27E-12,0.00E+00,,,
1.03,1.03E-08,1.15E-08,1.51E-08,7.90E-10,9.74E-09,5.49E-09,8.54E-10,7.58E-12,0.00E+00,,,
1.04,1.03E-08,1.16E-08,1.54E-08,7.98E-10,9.82E-09,5.52E-09,8.64E-10,7.80E-12,0.00E+00,,,
1.05,1.04E-08,1.17E-08,1.54E-08,8.06E-10,9.91E-09,5.57E-09,8.73E-10,7.81E-12,0.00E+00,,,
1.06,1.04E-08,1.17E-08,1.57E-08,8.10E-10,1.00E-08,5.62E-09,8.79E-10,7.71E-12,0.00E+00,,,
1.07,1.04E-08,1.18E-08,1.57E-08,8.13E-10,1.01E-08,5.68E-09,8.90E-10,7.85E-12,0.00E+00,,,
1.08,1.05E-08,1.19E-08,1.58E-08,8.20E-10,1.02E-08,5.72E-09,8.94E-10,8.42E-12,0.00E+00,,,
1.09,1.05E-08,1.19E-08,1.60E-08,8.25E-10,1.03E-08,5.74E-09,8.99E-10,8.42E-12,0.00E+00,,,
1.1,1.06E-08,1.20E-08,1.62E-08,8.32E-10,1.04E-08,5.81E-09,9.10E-10,8.26E-12,0.00E+00,,,
1.11,1.07E-08,1.21E-08,1.62E-08,8.39E-10,1.04E-08,5.86E-09,9.19E-10,8.08E-12,0.00E+00,,,
1.12,1.07E-08,1.23E-08,1.64E-08,8.48E-10,1.05E-08,5.91E-09,9.29E-10,8.16E-12,0.00E+00,,,
1.13,1.08E-08,1.24E-08,1.65E-08,8.53E-10,1.06E-08,5.96E-09,9.39E-10,8.30E-12,0.00E+00,,,
1.14,1.09E-08,1.25E-08,1.67E-08,8.69E-10,1.07E-08,6.01E-09,9.44E-10,8.88E-12,0.00E+00,,,
1.15,1.09E-08,1.25E-08,1.67E-08,8.74E-10,1.08E-08,6.07E-09,9.51E-10,8.23E-12,0.00E+00,,,
1.16,1.10E-08,1.27E-08,1.69E-08,8.79E-10,1.08E-08,6.11E-09,9.58E-10,8.04E-12,0.00E+00,,,
1.17,1.11E-08,1.28E-08,1.70E-08,8.86E-10,1.09E-08,6.16E-09,9.67E-10,8.51E-12,0.00E+00,,,
1.18,1.12E-08,1.29E-08,1.71E-08,8.91E-10,1.10E-08,6.17E-09,9.73E-10,9.11E-12,0.00E+00,,,
1.19,1.13E-08,1.30E-08,1.73E-08,8.94E-10,1.10E-08,6.21E-09,9.83E-10,9.25E-12,0.00E+00,,,
1.2,1.13E-08,1.30E-08,1.74E-08,8.97E-10,1.11E-08,6.27E-09,9.85E-10,9.19E-12,0.00E+00,,,
1.21,1.13E-08,1.31E-08,1.75E-08,9.02E-10,1.12E-08,6.33E-09,9.92E-10,9.35E-12,0.00E+00,,,
1.22,1.14E-08,1.32E-08,1.76E-08,9.08E-10,1.13E-08,6.37E-09,1.00E-09,9.67E-12,0.00E+00,,,
1.23,1.15E-08,1.33E-08,1.78E-08,9.20E-10,1.14E-08,6.40E-09,1.01E-09,9.59E-12,0.00E+00,,,
1.24,1.16E-08,1.34E-08,1.79E-08,9.25E-10,1.15E-08,6.45E-09,1.01E-09,9.66E-12,0.00E+00,,,
1.25,1.17E-08,1.35E-08,1.79E-08,9.30E-10,1.16E-08,6.50E-09,1.02E-09,9.58E-12,0.00E+00,,,
1.26,1.17E-08,1.37E-08,1.80E-08,9.34E-10,1.17E-08,6.54E-09,1.03E-09,9.73E-12,0.00E+00,,,
1.27,1.18E-08,1.38E-08,1.82E-08,9.42E-10,1.18E-08,6.60E-09,1.03E-09,9.78E-12,0.00E+00,,,
1.28,1.19E-08,1.38E-08,1.84E-08,9.49E-10,1.19E-08,6.65E-09,1.04E-09,9.79E-12,0.00E+00,,,
1.29,1.19E-08,1.39E-08,1.85E-08,9.57E-10,1.19E-08,6.69E-09,1.05E-09,9.83E-12,0.00E+00,,,
1.3,1.20E-08,1.40E-08,1.86E-08,9.63E-10,1.20E-08,6.72E-09,1.06E-09,9.87E-12,0.00E+00,,,
1.31,1.21E-08,1.41E-08,1.88E-08,9.64E-10,1.20E-08,6.73E-09,1.04E-09,9.94E-12,0.00E+00,,,
1.32,1.22E-08,1.42E-08,1.90E-08,9.70E-10,1.21E-08,6.77E-09,1.07E-09,9.32E-12,0.00E+00,,,
1.33,1.24E-08,1.43E-08,1.90E-08,9.74E-10,1.21E-08,6.83E-09,1.08E-09,1.10E-11,0.00E+00,,,
1.34,1.23E-08,1.44E-08,1.92E-08,9.82E-10,1.22E-08,6.88E-09,1.08E-09,1.05E-11,0.00E+00,,,
1.35,1.23E-08,1.44E-08,1.94E-08,9.89E-10,1.23E-08,6.92E-09,1.09E-09,1.08E-11,0.00E+00,,,
1.36,1.24E-08,1.45E-08,1.96E-08,9.97E-10,1.23E-08,6.93E-09,1.10E-09,1.06E-11,0.00E+00,,,
1.37,1.25E-08,1.46E-08,1.96E-08,1.00E-09,1.24E-08,6.96E-09,1.12E-09,1.05E-11,0.00E+00,,,
1.38,1.26E-08,1.48E-08,1.98E-08,1.01E-09,1.25E-08,7.01E-09,1.12E-09,1.07E-11,0.00E+00,,,
1.39,1.27E-08,1.49E-08,2.00E-08,1.02E-09,1.26E-08,7.04E-09,1.12E-09,1.09E-11,0.00E+00,,,
1.4,1.27E-08,1.50E-08,2.00E-08,1.02E-09,1.26E-08,7.09E-09,1.13E-09,1.07E-11,0.00E+00,,,
1.41,1.28E-08,1.50E-08,2.01E-08,1.03E-09,1.27E-08,7.15E-09,1.14E-09,9.49E-12,0.00E+00,,,
1.42,1.29E-08,1.51E-08,2.03E-08,1.04E-09,1.28E-08,7.24E-09,1.14E-09,1.09E-11,0.00E+00,,,
1.43,1.30E-08,1.53E-08,2.04E-08,1.05E-09,1.29E-08,7.28E-09,1.14E-09,1.10E-11,0.00E+00,,,
1.44,1.31E-08,1.53E-08,2.05E-08,1.05E-09,1.30E-08,7.29E-09,1.15E-09,1.13E-11,0.00E+00,,,
1.45,1.32E-08,1.54E-08,2.07E-08,1.05E-09,1.30E-08,7.32E-09,1.16E-09,1.13E-11,0.00E+00,,,
1.46,1.32E-08,1.56E-08,2.08E-08,1.05E-09,1.31E-08,7.36E-09,1.17E-09,1.15E-11,0.00E+00,,,
1.47,1.32E-08,1.57E-08,2.09E-08,1.06E-09,1.31E-08,7.40E-09,1.18E-09,1.17E-11,0.00E+00,,,
1.48,1.33E-08,1.57E-08,2.10E-08,1.07E-09,1.32E-08,7.45E-09,1.18E-09,1.14E-11,0.00E+00,,,
1.49,1.34E-08,1.58E-08,2.12E-08,1.07E-09,1.33E-08,7.50E-09,1.18E-09,1.14E-11,0.00E+00,,,
1.5,1.35E-08,1.59E-08,2.13E-08,1.08E-09,1.34E-08,7.51E-09,1.19E-09,1.15E-11,0.00E+00,,,
1.51,1.36E-08,1.61E-08,2.15E-08,1.09E-09,1.35E-08,7.56E-09,1.19E-09,1.18E-11,0.00E+00,,,
1.52,1.37E-08,1.61E-08,2.17E-08,1.09E-09,1.36E-08,7.60E-09,1.20E-09,1.20E-11,0.00E+00,,,
1.53,1.38E-08,1.62E-08,2.18E-08,1.10E-09,1.36E-08,7.66E-09,1.21E-09,1.19E-11,0.00E+00,,,
1.54,1.39E-08,1.64E-08,2.19E-08,1.11E-09,1.36E-08,7.72E-09,1.21E-09,1.19E-11,0.00E+00,,,
1.55,1.39E-08,1.64E-08,2.20E-08,1.12E-09,1.37E-08,7.74E-09,1.22E-09,1.20E-11,0.00E+00,,,
1.56,1.39E-08,1.65E-08,2.22E-08,1.12E-09,1.38E-08,7.74E-09,1.22E-09,1.22E-11,0.00E+00,,,
1.57,1.42E-08,1.66E-08,2.24E-08,1.13E-09,1.38E-08,7.80E-09,1.23E-09,1.23E-11,0.00E+00,,,
