,365,405,436,486,546,577,589,656,zeroes,,,
-2.23,-4.30E-11,-5.20E-11,-6.40E-11,-2.90E-12,-4.10E-11,-3.00E-11,-6.40E-12,-1.40E-12,0.00E+00,,,
-2.22,-4.30E-11,-5.20E-11,-6.40E-11,-3.90E-12,-4.10E-11,-2.90E-11,-6.30E-12,-1.90E-12,0.00E+00,,,
-2.21,-4.20E-11,-5.20E-11,-6.40E-11,-3.80E-12,-4.20E-11,-2.80E-11,-6.40E-12,-1.70E-12,0.00E+00,,,
-2.2,-4.20E-11,-5.20E-11,-6.40E-11,-3.60E-12,-4.20E-11,-2.80E-11,-6.00E-12,-6.00E-13,0.00E+00,,,
-2.19,-4.20E-11,-5.30E-11,-6.50E-11,-3.60E-12,-4.20E-11,-3.00E-11,-6.20E-12,1.49E-12,0.00E+00,,,
-2.18,-4.10E-11,-5.20E-11,-6.40E-11,-3.50E-12,-4.20E-11,-3.30E-11,-5.90E-12,-7.40E-13,0.00E+00,,,
-2.17,-4.10E-11,-5.20E-11,-6.40E-11,-3.80E-12,-4.10E-11,-3.10E-11,-6.10E-12,-7.40E-13,0.00E+00,,,
-2.16,-4.00E-11,-5.10E-11,-6.40E-11,-3.90E-12,-4.10E-11,-2.80E-11,-6.10E-12,-1.10E-12,0.00E+00,,,
-2.15,-3.90E-11,-5.10E-11,-6.40E-11,-3.80E-12,-4.10E-11,-2.80E-11,-6.30E-12,-9.70E-13,0.00E+00,,,
-2.14,-4.00E-11,-5.00E-11,-6.40E-11,-3.50E-12,-4.10E-11,-3.00E-11,-6.20E-12,-4.40E-12,0.00E+00,,,
-2.13,-4.00E-11,-5.10E-11,-6.40E-11,-3.50E-12,-4.10E-11,-3.00E-11,-6.10E-12,-1.60E-13,0.00E+00,,,
-2.12,-4.00E-11,-5.10E-11,-6.40E-11,-3.80E-12,-4.10E-11,-2.90E-11,-6.10E-12,-7.50E-13,0.00E+00,,,
-2.11,-3.90E-11,-5.10E-11,-6.40E-11,-3.90E-12,-4.10E-11,-3.00E-11,-6.00E-12,-8.40E-13,0.00E+00,,,
-2.1,-3.90E-11,-5.10E-11,-6.40E-11,-3.70E-12,-4.10E-11,-3.00E-11,-6.00E-12,-1.50E-13,0.00E+00,,,
-2.09,-3.90E-11,-5.00E-11,-6.40E-11,-3.50E-12,-4.10E-11,-2.90E-11,-5.90E-12,2.59E-12,0.00E+00,,,
-2.08,-3.80E-11,-5.00E-11,-6.40E-11,-3.40E-12,-4.10E-11,-3.00E-11,-6.00E-12,6.31E-13,0.00E+00,,,
-2.07,-3.80E-11,-5.00E-11,-6.50E-11,-3.60E-12,-4.10E-11,-2.90E-11,-6.10E-12,-1.90E-12,0.00E+00,,,
-2.06,-3.70E-11,-5.10E-11,-6.30E-11,-3.90E-12,-4.10E-11,-2.90E-11,-6.20E-12,-5.30E-13,0.00E+00,,,
-2.05,-3.70E-11,-5.10E-11,-6.40E-11,-3.60E-12,-4.10E-11,-2.90E-11,-6.10E-12,-6.80E-13,0.00E+00,,,
-2.04,-3.60E-11,-5.00E-11,-6.40E-11,-3.50E-12,-4.10E-11,-3.00E-11,-6.10E-12,2.70E-13,0.00E+00,,,
-2.03,-3.70E-11,-5.00E-11,-6.50E-11,-3.20E-12,-4.10E-11,-3.20E-11,-6.20E-12,-1.50E-12,0.00E+00,,,
-2.02,-3.60E-11,-5.00E-11,-6.40E-11,-3.70E-12,-4.10E-11,-3.00E-11,-6.10E-12,-8.10E-13,0.00E+00,,,
-2.01,-3.40E-11,-5.00E-11,-6.40E-11,-3.90E-12,-4.10E-11,-2.80E-11,-6.20E-12,-4.00E-13,0.00E+00,,,
-2,-3.30E-11,-5.00E-11,-6.30E-11,-3.50E-12,-4.10E-11,-2.90E-11,-6.10E-12,-7.70E-13,0.00E+00,,,
-1.99,-3.30E-11,-5.00E-11,-6.30E-11,-3.50E-12,-4.10E-11,-2.90E-11,-5.80E-12,-5.50E-13,0.00E+00,,,
-1.98,-3.30E-11,-4.90E-11,-6.20E-11,-3.30E-12,-4.10E-11,-2.90E-11,-5.90E-12,-4.50E-13,0.00E+00,,,
-1.97,-3.30E-11,-4.90E-11,-6.30E-11,-3.70E-12,-4.10E-11,-3.20E-11,-6.00E-12,-1.50E-13,0.00E+00,,,
-1.96,-3.10E-11,-4.90E-11,-6.30E-11,-3.80E-12,-4.10E-11,-3.00E-11,-6.10E-12,-3.70E-13,0.00E+00,,,
-1.95,-3.20E-11,-5.00E-11,-6.40E-11,-3.50E-12,-4.10E-11,-2.70E-11,-6.10E-12,-5.20E-13,0.00E+00,,,
-1.94,-3.10E-11,-4.90E-11,-6.20E-11,-3.60E-12,-4.10E-11,-2.90E-11,-6.00E-12,-2.50E-13,0.00E+00,,,
-1.93,-3.00E-11,-4.80E-11,-6.30E-11,-3.10E-12,-4.10E-11,-2.90E-11,-5.90E-12,4.45E-15,0.00E+00,,,
-1.92,-3.00E-11,-4.80E-11,-6.30E-11,-3.50E-12,-4.00E-11,-3.00E-11,-6.00E-12,-5.50E-13,0.00E+00,,,
-1.91,-2.90E-11,-4.90E-11,-6.30E-11,-3.80E-12,-4.00E-11,-2.90E-11,-6.30E-12,-3.10E-13,0.00E+00,,,
-1.9,-2.90E-11,-4.90E-11,-6.30E-11,-3.50E-12,-4.00E-11,-2.90E-11,-5.80E-12,-4.70E-13,0.00E+00,,,
-1.89,-2.80E-11,-4.90E-11,-6.30E-11,-3.40E-12,-4.10E-11,-2.90E-11,-5.20E-12,-2.40E-13,0.00E+00,,,
-1.88,-2.70E-11,-4.80E-11,-6.30E-11,-3.30E-12,-4.10E-11,-2.90E-11,-6.20E-12,-2.80E-13,0.00E+00,,,
-1.87,-2.70E-11,-4.80E-11,-6.30E-11,-3.50E-12,-4.00E-11,-2.90E-11,-6.00E-12,1.19E-13,0.00E+00,,,
-1.86,-2.60E-11,-4.70E-11,-6.20E-11,-3.90E-12,-4.00E-11,-2.80E-11,-6.00E-12,-3.20E-13,0.00E+00,,,
-1.85,-2.50E-11,-4.70E-11,-6.30E-11,-3.40E-12,-4.00E-11,-2.90E-11,-6.30E-12,-8.90E-13,0.00E+00,,,
-1.84,-2.40E-11,-4.70E-11,-6.20E-11,-3.30E-12,-4.00E-11,-2.90E-11,-5.90E-12,-2.60E-13,0.00E+00,,,
-1.83,-2.30E-11,-4.70E-11,-6.20E-11,-3.30E-12,-4.00E-11,-3.00E-11,-6.00E-12,-3.60E-13,0.00E+00,,,
-1.82,-2.20E-11,-4.60E-11,-6.20E-11,-3.70E-12,-4.00E-11,-2.80E-11,-6.20E-12,-2.80E-13,0.00E+00,,,
-1.81,-2.20E-11,-4.60E-11,-6.40E-11,-3.80E-12,-4.00E-11,-2.80E-11,-6.10E-12,-3.60E-13,0.00E+00,,,
-1.8,-2.10E-11,-4.90E-11,-6.20E-11,-3.60E-12,-4.00E-11,-2.90E-11,-5.90E-12,-1.90E-13,0.00E+00,,,
-1.79,-2.00E-11,-4.70E-11,-6.40E-11,-3.20E-12,-4.00E-11,-2.90E-11,-5.80E-12,-2.80E-13,0.00E+00,,,
-1.78,-2.00E-11,-4.60E-11,-6.20E-11,-3.20E-12,-4.00E-11,-3.10E-11,-6.00E-12,2.90E-13,0.00E+00,,,
-1.77,-1.60E-11,-4.30E-11,-6.10E-11,-3.70E-12,-4.00E-11,-2.70E-11,-6.00E-12,-4.30E-13,0.00E+00,,,
-1.76,-1.70E-11,-4.30E-11,-6.20E-11,-3.80E-12,-3.90E-11,-2.80E-11,-5.80E-12,1.77E-13,0.00E+00,,,
-1.75,-1.40E-11,-4.40E-11,-6.20E-11,-3.80E-12,-4.00E-11,-2.90E-11,-5.70E-12,3.54E-13,0.00E+00,,,
-1.74,-1.40E-11,-4.30E-11,-6.10E-11,-3.20E-12,-4.00E-11,-3.00E-11,-5.70E-12,3.00E-14,0.00E+00,,,
-1.73,-1.20E-11,-4.30E-11,-6.10E-11,-3.20E-12,-4.00E-11,-2.80E-11,-6.10E-12,1.65E-12,0.00E+00,,,
-1.72,-1.10E-11,-4.40E-11,-6.00E-11,-3.60E-12,-4.00E-11,-3.00E-11,-6.10E-12,-1.50E-13,0.00E+00,,,
-1.71,-1.20E-11,-4.10E-11,-6.10E-11,-3.40E-12,-4.00E-11,-3.00E-11,-5.90E-12,-1.40E-12,0.00E+00,,,
-1.7,-1.00E-11,-4.10E-11,-6.10E-11,-3.10E-12,-4.00E-11,-2.90E-11,-5.80E-12,1.63E-13,0.00E+00,,,
-1.69,-7.60E-12,-4.30E-11,-6.10E-11,-3.20E-12,-4.00E-11,-2.90E-11,-5.80E-12,-8.80E-14,0.00E+00,,,
-1.68,-8.30E-12,-4.20E-11,-6.00E-11,-3.40E-12,-4.00E-11,-2.70E-11,-5.90E-12,-3.50E-13,0.00E+00,,,
-1.67,-6.10E-12,-4.20E-11,-6.00E-11,-3.80E-12,-4.00E-11,-2.80E-11,-6.10E-12,-3.90E-13,0.00E+00,,,
-1.66,-2.80E-12,-4.10E-11,-6.00E-11,-3.50E-12,-4.00E-11,-2.90E-11,-5.90E-12,-1.40E-12,0.00E+00,,,
-1.65,-3.20E-12,-4.20E-11,-6.00E-11,-3.30E-12,-4.00E-11,-2.80E-11,-5.80E-12,-5.30E-14,0.00E+00,,,
-1.64,-2.70E-12,-3.90E-11,-6.00E-11,-3.20E-12,-4.00E-11,-2.80E-11,-6.00E-12,-5.70E-13,0.00E+00,,,
-1.63,5.89E-15,-4.00E-11,-5.90E-11,-3.40E-12,-4.00E-11,-2.90E-11,-6.40E-12,-2.30E-13,0.00E+00,,,
-1.62,1.93E-12,-4.10E-11,-5.90E-11,-4.30E-12,-4.00E-11,-2.70E-11,-6.00E-12,1.19E-13,0.00E+00,,,
-1.61,2.53E-12,-4.10E-11,-5.80E-11,-2.90E-12,-4.00E-11,-2.80E-11,-5.90E-12,-9.80E-13,0.00E+00,,,
-1.6,5.35E-12,-3.70E-11,-5.90E-11,-2.90E-12,-4.00E-11,-2.80E-11,-4.80E-12,1.86E-12,0.00E+00,,,
-1.59,7.12E-12,-3.70E-11,-5.90E-11,-3.10E-12,-4.00E-11,-2.70E-11,-5.60E-12,1.50E-12,0.00E+00,,,
-1.58,9.01E-12,-3.60E-11,-5.90E-11,-3.90E-12,-3.90E-11,-2.70E-11,-5.20E-12,8.22E-13,0.00E+00,,,
-1.57,1.12E-11,-3.60E-11,-5.80E-11,-5.10E-12,-4.00E-11,-3.10E-11,-5.30E-12,-1.40E-13,0.00E+00,,,
-1.56,1.38E-11,-3.50E-11,-5.70E-11,-2.40E-12,-4.00E-11,-2.90E-11,-5.80E-12,-7.70E-13,0.00E+00,,,
-1.55,1.62E-11,-3.30E-11,-5.70E-11,-2.30E-12,-4.00E-11,-2.80E-11,-6.00E-12,-6.10E-13,0.00E+00,,,
-1.54,1.60E-11,-3.50E-11,-5.70E-11,-2.40E-12,-4.00E-11,-2.80E-11,-6.40E-12,-1.70E-13,0.00E+00,,,
-1.53,1.74E-11,-2.80E-11,-5.70E-11,-3.90E-12,-3.50E-11,-2.60E-11,-5.40E-12,-1.80E-13,0.00E+00,,,
-1.52,2.19E-11,-3.40E-11,-5.60E-11,-2.10E-12,-3.90E-11,-2.70E-11,-5.70E-12,-5.50E-13,0.00E+00,,,
-1.51,2.41E-11,-3.20E-11,-5.60E-11,-2.50E-12,-3.90E-11,-2.50E-11,-6.00E-12,-3.00E-13,0.00E+00,,,
-1.5,2.67E-11,-3.10E-11,-5.60E-11,-3.30E-12,-3.90E-11,-2.60E-11,-5.60E-12,-7.60E-13,0.00E+00,,,
-1.49,2.93E-11,-2.70E-11,-5.60E-11,-2.90E-12,-4.10E-11,-2.80E-11,-5.70E-12,-7.00E-13,0.00E+00,,,
-1.48,3.13E-11,-3.00E-11,-5.40E-11,-2.40E-12,-4.00E-11,-2.80E-11,-5.70E-12,-8.30E-13,0.00E+00,,,
-1.47,3.60E-11,-2.70E-11,-5.40E-11,-2.20E-12,-3.90E-11,-2.80E-11,-5.60E-12,-1.30E-12,0.00E+00,,,
-1.46,3.91E-11,-2.70E-11,-5.30E-11,-3.60E-12,-4.20E-11,-3.20E-11,-5.70E-12,-6.40E-13,0.00E+00,,,
-1.45,4.21E-11,-2.60E-11,-5.30E-11,-3.30E-12,-4.00E-11,-3.10E-11,-5.80E-12,-2.00E-13,0.00E+00,,,
-1.44,4.50E-11,-2.50E-11,-5.30E-11,-4.60E-12,-3.90E-11,-3.10E-11,-5.50E-12,-5.80E-13,0.00E+00,,,
-1.43,4.87E-11,-2.30E-11,-5.20E-11,-3.20E-12,-3.90E-11,-2.80E-11,-5.50E-12,-5.20E-13,0.00E+00,,,
-1.42,5.30E-11,-2.20E-11,-5.10E-11,-2.10E-12,-3.90E-11,-2.70E-11,-5.50E-12,-1.70E-13,0.00E+00,,,
-1.41,5.70E-11,-2.10E-11,-5.10E-11,-2.90E-12,-3.90E-11,-2.90E-11,-5.60E-12,-3.50E-13,0.00E+00,,,
-1.4,6.13E-11,-2.00E-11,-5.00E-11,-3.50E-12,-3.80E-11,-3.60E-11,-5.80E-12,-6.70E-14,0.00E+00,,,
-1.39,6.58E-11,-1.80E-11,-5.00E-11,-3.30E-12,-3.80E-11,-2.70E-11,-5.70E-12,-4.90E-14,0.00E+00,,,
-1.38,6.90E-11,-1.60E-11,-4.90E-11,-3.10E-12,-3.80E-11,-2.90E-11,-5.50E-12,-1.40E-13,0.00E+00,,,
-1.37,7.39E-11,-1.50E-11,-4.80E-11,-2.70E-12,-3.90E-11,-2.80E-11,-5.60E-12,1.11E-13,0.00E+00,,,
-1.36,8.01E-11,-1.40E-11,-4.70E-11,-2.50E-12,-3.70E-11,-2.00E-11,-5.60E-12,-6.20E-15,0.00E+00,,,
-1.35,8.44E-11,-1.20E-11,-4.70E-11,-2.70E-12,-3.90E-11,-2.30E-11,-5.70E-12,-3.20E-13,0.00E+00,,,
-1.34,8.98E-11,-1.00E-11,-4.70E-11,-3.30E-12,-3.80E-11,-3.00E-11,-5.60E-12,-1.90E-13,0.00E+00,,,
-1.33,9.58E-11,-8.10E-12,-4.50E-11,-3.00E-12,-3.90E-11,-2.80E-11,-5.60E-12,-1.10E-13,0.00E+00,,,
-1.32,1.02E-10,-6.30E-12,-4.40E-11,-2.90E-12,-3.90E-11,-3.00E-11,-5.40E-12,-1.30E-13,0.00E+00,,,
-1.31,1.10E-10,-4.90E-12,-4.30E-11,-2.80E-12,-3.80E-11,-3.30E-11,-5.50E-12,-5.70E-13,0.00E+00,,,
-1.3,1.16E-10,-2.70E-12,-4.20E-11,-2.90E-12,-3.80E-11,-3.10E-11,-5.80E-12,6.48E-14,0.00E+00,,,
-1.29,1.22E-10,-9.50E-13,-4.20E-11,-3.20E-12,-3.90E-11,-2.80E-11,-5.60E-12,-6.00E-14,0.00E+00,,,
-1.28,1.29E-10,1.86E-12,-4.40E-11,-3.00E-12,-3.80E-11,-2.70E-11,-5.20E-12,-1.40E-13,0.00E+00,,,
-1.27,1.36E-10,4.32E-12,-3.90E-11,-2.90E-12,-3.80E-11,-2.80E-11,-5.80E-12,-2.20E-14,0.00E+00,,,
-1.26,1.44E-10,6.54E-12,-3.80E-11,-2.80E-12,-3.80E-11,-2.70E-11,-5.60E-12,2.70E-13,0.00E+00,,,
-1.25,1.54E-10,8.58E-12,-3.70E-11,-3.10E-12,-3.80E-11,-2.40E-11,-6.00E-12,3.24E-13,0.00E+00,,,
-1.24,1.62E-10,1.14E-11,-3.60E-11,-3.00E-12,-3.80E-11,-2.50E-11,-5.20E-12,-2.10E-13,0.00E+00,,,
-1.23,1.68E-10,1.41E-11,-3.40E-11,-2.90E-12,-3.80E-11,-1.70E-11,-5.20E-12,-1.80E-14,0.00E+00,,,
-1.22,1.77E-10,1.69E-11,-3.30E-11,-2.70E-12,-3.70E-11,-2.50E-11,-5.50E-12,3.15E-13,0.00E+00,,,
-1.21,1.85E-10,1.98E-11,-3.20E-11,-2.80E-12,-3.80E-11,-3.00E-11,-5.60E-12,-3.30E-13,0.00E+00,,,
-1.2,1.95E-10,2.28E-11,-3.00E-11,-2.80E-12,-3.80E-11,-2.80E-11,-5.50E-12,-3.30E-14,0.00E+00,,,
-1.19,2.05E-10,2.62E-11,-2.80E-11,-2.70E-12,-3.80E-11,-2.90E-11,-5.60E-12,1.41E-12,0.00E+00,,,
-1.18,2.15E-10,2.96E-11,-2.60E-11,-2.60E-12,-3.70E-11,-2.90E-11,-5.50E-12,-2.00E-13,0.00E+00,,,
-1.17,2.25E-10,3.29E-11,-2.40E-11,-2.50E-12,-3.80E-11,-2.80E-11,-5.40E-12,-6.50E-13,0.00E+00,,,
-1.16,2.36E-10,3.65E-11,-2.20E-11,-2.60E-12,-3.70E-11,-2.70E-11,-5.50E-12,-1.00E-12,0.00E+00,,,
-1.15,2.46E-10,4.03E-11,-2.00E-11,-3.30E-12,-3.70E-11,-2.70E-11,-5.90E-12,-1.40E-12,0.00E+00,,,
-1.14,2.58E-10,4.45E-11,-1.80E-11,-2.60E-12,-3.70E-11,-2.70E-11,-6.20E-12,-1.60E-13,0.00E+00,,,
-1.13,2.70E-10,4.86E-11,-1.60E-11,-2.30E-12,-3.70E-11,-2.70E-11,-5.40E-12,2.45E-13,0.00E+00,,,
-1.12,2.80E-10,5.35E-11,-1.40E-11,-2.40E-12,-3.70E-11,-2.70E-11,-5.60E-12,-8.30E-14,0.00E+00,,,
-1.11,2.93E-10,5.83E-11,-1.20E-11,-2.50E-12,-3.70E-11,-2.70E-11,-5.50E-12,5.87E-14,0.00E+00,,,
-1.1,3.08E-10,6.32E-11,-8.70E-12,-2.40E-12,-3.80E-11,-2.70E-11,-5.30E-12,4.97E-14,0.00E+00,,,
-1.09,3.20E-10,6.86E-11,-5.50E-12,-3.40E-12,-3.70E-11,-2.70E-11,-5.40E-12,5.35E-13,0.00E+00,,,
-1.08,3.32E-10,7.42E-11,-1.50E-12,-2.60E-12,-3.70E-11,-2.70E-11,-5.30E-12,6.02E-13,0.00E+00,,,
-1.07,3.45E-10,8.04E-11,1.02E-12,-1.40E-12,-3.70E-11,-2.60E-11,-5.40E-12,-2.50E-13,0.00E+00,,,
-1.06,3.58E-10,8.64E-11,3.17E-12,-2.30E-12,-3.70E-11,-2.60E-11,-5.40E-12,6.91E-13,0.00E+00,,,
-1.05,3.74E-10,9.26E-11,6.51E-12,-2.40E-12,-3.70E-11,-2.60E-11,-5.30E-12,8.27E-13,0.00E+00,,,
-1.04,3.89E-10,9.86E-11,9.49E-12,-2.30E-12,-3.60E-11,-2.60E-11,-5.30E-12,8.59E-13,0.00E+00,,,
-1.03,4.03E-10,1.06E-10,1.35E-11,-2.10E-12,-3.70E-11,-2.70E-11,-5.20E-12,-3.10E-13,0.00E+00,,,
-1.02,4.21E-10,1.14E-10,1.78E-11,-3.20E-12,-3.70E-11,-2.40E-11,-5.30E-12,-2.40E-13,0.00E+00,,,
-1.01,4.39E-10,1.21E-10,2.20E-11,-2.00E-12,-3.60E-11,-2.70E-11,-5.30E-12,-1.50E-13,0.00E+00,,,
-1,4.53E-10,1.30E-10,2.65E-11,-1.50E-12,-3.60E-11,-2.60E-11,-4.80E-12,-4.30E-13,0.00E+00,,,
-0.99,4.70E-10,1.39E-10,3.13E-11,-2.00E-12,-3.60E-11,-2.60E-11,-4.90E-12,6.07E-13,0.00E+00,,,
-0.98,4.83E-10,1.48E-10,3.63E-11,-2.00E-12,-3.60E-11,-2.60E-11,-5.60E-12,3.29E-13,0.00E+00,,,
-0.97,5.01E-10,1.56E-10,4.11E-11,-2.70E-12,-3.60E-11,-2.50E-11,-5.80E-12,2.09E-13,0.00E+00,,,
-0.96,5.19E-10,1.65E-10,4.68E-11,-2.40E-12,-3.50E-11,-2.40E-11,-5.20E-12,1.72E-12,0.00E+00,,,
-0.95,5.37E-10,1.75E-10,5.25E-11,-1.40E-12,-3.50E-11,-2.60E-11,-5.10E-12,4.52E-13,0.00E+00,,,
-0.94,5.54E-10,1.85E-10,5.86E-11,-4.20E-13,-3.50E-11,-2.60E-11,-5.40E-12,-5.00E-13,0.00E+00,,,
-0.93,5.73E-10,1.96E-10,6.52E-11,-1.30E-12,-3.60E-11,-2.80E-11,-5.20E-12,2.80E-13,0.00E+00,,,
-0.92,5.91E-10,2.08E-10,7.22E-11,-7.60E-13,-3.50E-11,-2.50E-11,-5.30E-12,3.02E-13,0.00E+00,,,
-0.91,6.11E-10,2.20E-10,7.93E-11,-3.50E-12,-3.40E-11,-2.60E-11,-5.20E-12,-8.90E-14,0.00E+00,,,
-0.9,6.30E-10,2.31E-10,8.72E-11,-1.20E-12,-3.40E-11,-2.70E-11,-4.50E-12,1.19E-12,0.00E+00,,,
-0.89,6.51E-10,2.44E-10,9.54E-11,-1.70E-12,-3.40E-11,-2.70E-11,-4.80E-12,5.80E-13,0.00E+00,,,
-0.88,6.74E-10,2.56E-10,1.04E-10,-1.90E-13,-3.40E-11,-2.60E-11,-5.00E-12,4.71E-13,0.00E+00,,,
-0.87,6.98E-10,2.69E-10,1.14E-10,6.19E-13,-3.40E-11,-2.30E-11,-5.50E-12,-1.60E-14,0.00E+00,,,
-0.86,7.11E-10,2.83E-10,1.24E-10,3.06E-13,-3.30E-11,-2.10E-11,-4.70E-12,5.00E-13,0.00E+00,,,
-0.85,7.30E-10,2.98E-10,1.34E-10,-1.20E-12,-3.30E-11,-2.40E-11,-4.70E-12,3.76E-14,0.00E+00,,,
-0.84,7.53E-10,3.13E-10,1.46E-10,-1.50E-12,-3.30E-11,-2.60E-11,-4.60E-12,1.55E-14,0.00E+00,,,
-0.83,7.79E-10,3.26E-10,1.57E-10,-1.10E-12,-3.30E-11,-2.40E-11,-4.90E-12,3.20E-13,0.00E+00,,,
-0.82,8.06E-10,3.42E-10,1.69E-10,-2.20E-13,-3.20E-11,-2.50E-11,-4.80E-12,-1.50E-13,0.00E+00,,,
-0.81,8.30E-10,3.58E-10,1.82E-10,3.87E-13,-3.10E-11,-2.50E-11,-4.80E-12,1.98E-13,0.00E+00,,,
-0.8,8.48E-10,3.75E-10,1.95E-10,6.14E-13,-3.10E-11,-2.40E-11,-4.60E-12,-1.20E-13,0.00E+00,,,
-0.79,8.66E-10,3.92E-10,2.10E-10,2.80E-13,-3.10E-11,-2.40E-11,-4.60E-12,3.65E-13,0.00E+00,,,
-0.78,8.90E-10,4.09E-10,2.26E-10,7.05E-13,-3.10E-11,-2.40E-11,-4.90E-12,6.38E-14,0.00E+00,,,
-0.77,9.14E-10,4.27E-10,2.42E-10,1.94E-12,-3.00E-11,-2.20E-11,-5.10E-12,-1.20E-13,0.00E+00,,,
-0.76,9.40E-10,4.44E-10,2.58E-10,1.14E-12,-2.90E-11,-2.20E-11,-5.20E-12,-3.70E-15,0.00E+00,,,
-0.75,9.67E-10,4.62E-10,2.75E-10,1.10E-12,-2.90E-11,-2.40E-11,-5.10E-12,-1.10E-13,0.00E+00,,,
-0.74,9.91E-10,4.81E-10,2.91E-10,4.83E-13,-2.80E-11,-2.40E-11,-4.30E-12,7.32E-13,0.00E+00,,,
-0.73,1.02E-09,5.01E-10,3.09E-10,8.16E-13,-2.80E-11,-2.20E-11,-5.10E-12,-3.70E-13,0.00E+00,,,
-0.72,1.04E-09,5.22E-10,3.27E-10,3.22E-12,-2.70E-11,-2.70E-11,-4.20E-12,5.67E-13,0.00E+00,,,
-0.71,1.06E-09,5.41E-10,3.48E-10,2.30E-12,-2.60E-11,-2.20E-11,-4.70E-12,-4.50E-13,0.00E+00,,,
-0.7,1.09E-09,5.65E-10,3.69E-10,2.86E-12,-2.50E-11,-3.00E-11,-4.30E-12,1.77E-13,0.00E+00,,,
-0.69,1.12E-09,5.87E-10,3.92E-10,2.58E-12,-2.50E-11,-2.40E-11,-4.20E-12,2.45E-13,0.00E+00,,,
-0.68,1.14E-09,6.09E-10,4.13E-10,3.29E-12,-2.50E-11,-1.80E-11,-4.00E-12,3.79E-13,0.00E+00,,,
-0.67,1.17E-09,6.32E-10,4.38E-10,4.06E-12,-2.30E-11,-1.90E-11,-4.10E-12,1.37E-13,0.00E+00,,,
-0.66,1.19E-09,6.57E-10,4.61E-10,4.54E-12,-2.10E-11,-2.10E-11,-4.10E-12,3.58E-13,0.00E+00,,,
-0.65,1.22E-09,6.82E-10,4.84E-10,3.86E-12,-2.00E-11,-2.50E-11,-3.70E-12,1.55E-13,0.00E+00,,,
-0.64,1.25E-09,7.05E-10,5.09E-10,5.07E-12,-1.80E-11,-2.40E-11,-3.50E-12,2.27E-13,0.00E+00,,,
-0.63,1.29E-09,7.29E-10,5.35E-10,5.86E-12,-1.80E-11,-1.90E-11,-4.00E-12,1.68E-13,0.00E+00,,,
-0.62,1.31E-09,7.49E-10,5.63E-10,6.39E-12,-1.60E-11,-1.70E-11,-3.70E-12,1.55E-16,0.00E+00,,,
-0.61,1.35E-09,7.74E-10,5.89E-10,6.92E-12,-1.40E-11,-2.10E-11,-3.50E-12,5.31E-13,0.00E+00,,,
-0.6,1.38E-09,8.01E-10,6.18E-10,8.14E-12,-1.30E-11,-2.10E-11,-3.60E-12,4.22E-13,0.00E+00,,,
-0.59,1.41E-09,8.28E-10,6.48E-10,8.36E-12,-1.10E-11,-2.10E-11,-3.10E-12,4.33E-13,0.00E+00,,,
-0.58,1.43E-09,8.54E-10,6.77E-10,8.95E-12,-9.40E-12,-2.10E-11,-3.80E-12,3.06E-13,0.00E+00,,,
-0.57,1.46E-09,8.82E-10,7.07E-10,9.63E-12,-7.60E-12,-2.00E-11,-4.70E-12,2.46E-13,0.00E+00,,,
-0.56,1.50E-09,9.11E-10,7.39E-10,1.07E-11,-5.10E-12,-1.50E-11,-4.80E-12,3.45E-13,0.00E+00,,,
-0.55,1.53E-09,9.40E-10,7.73E-10,1.19E-11,-2.10E-12,-1.50E-11,-1.40E-12,1.35E-13,0.00E+00,,,
-0.54,1.56E-09,9.71E-10,8.06E-10,1.26E-11,4.49E-13,-1.60E-11,-2.50E-12,3.85E-13,0.00E+00,,,
-0.53,1.61E-09,1.00E-09,8.41E-10,1.33E-11,3.42E-12,-1.70E-11,-3.00E-12,4.03E-13,0.00E+00,,,
-0.52,1.64E-09,1.03E-09,8.76E-10,1.46E-11,6.22E-12,-1.50E-11,-3.30E-12,6.60E-14,0.00E+00,,,
-0.51,1.68E-09,1.07E-09,9.11E-10,1.62E-11,9.81E-12,-1.20E-11,-2.40E-12,2.09E-13,0.00E+00,,,
-0.5,1.71E-09,1.10E-09,9.47E-10,1.73E-11,1.35E-11,-1.00E-11,5.23E-13,1.06E-13,0.00E+00,,,
-0.49,1.74E-09,1.13E-09,9.87E-10,1.84E-11,1.80E-11,-9.40E-12,-3.30E-12,1.46E-13,0.00E+00,,,
-0.48,1.77E-09,1.16E-09,1.02E-09,1.84E-11,2.22E-11,-9.30E-12,-2.20E-11,4.25E-13,0.00E+00,,,
-0.47,1.81E-09,1.18E-09,1.06E-09,2.09E-11,2.69E-11,-7.40E-12,-1.90E-12,3.40E-13,0.00E+00,,,
-0.46,1.85E-09,1.22E-09,1.09E-09,2.16E-11,3.22E-11,-7.30E-12,-1.70E-12,2.41E-14,0.00E+00,,,
-0.45,1.88E-09,1.25E-09,1.13E-09,2.39E-11,3.83E-11,-7.10E-12,-2.10E-12,2.37E-13,0.00E+00,,,
-0.44,1.91E-09,1.29E-09,1.17E-09,2.52E-11,4.47E-11,-4.80E-12,-2.30E-12,4.76E-13,0.00E+00,,,
-0.43,1.95E-09,1.32E-09,1.21E-09,2.66E-11,5.16E-11,-4.30E-12,-1.30E-12,4.02E-13,0.00E+00,,,
-0.42,1.99E-09,1.35E-09,1.25E-09,2.93E-11,5.88E-11,-1.10E-12,-6.50E-13,5.01E-13,0.00E+00,,,
